total_return_pct,annual_return_pct,max_drawdown_pct,sharpe_ratio,trade_count,win_rate_pct,avg_win,avg_loss,avg_win_pct,avg_loss_pct,risk_reward,profit_factor,final_capital,avg_holding_days,max_consecutive_losses,avg_assumed_slippage_pct
75.70772601301515,21.10775781240415,13.815484436065958,1.4334456981129502,981,45.66768603465851,562510.0034224592,357850.6601055694,4.390315877494691,2.2745883628169135,1.5719127170437897,1.321232452599658,175707726.01301515,3.9388379204892967,16,0.1
