total_return_pct,annual_return_pct,max_drawdown_pct,sharpe_ratio,trade_count,win_rate_pct,avg_win,avg_loss,avg_win_pct,avg_loss_pct,risk_reward,profit_factor,final_capital,avg_holding_days,max_consecutive_losses,avg_assumed_slippage_pct
-0.29993337402466347,-0.3001384992407097,0.2999333740246594,-1.5874122906047903,1,0.0,0.0,303780.962307985,0.0,7.502920566472804,0.0,0.0,99700066.62597534,3.0,1,0.1
