total_return_pct,annual_return_pct,max_drawdown_pct,sharpe_ratio,trade_count,win_rate_pct,avg_win,avg_loss,avg_win_pct,avg_loss_pct,risk_reward,profit_factor,final_capital,avg_holding_days,max_consecutive_losses,avg_assumed_slippage_pct
3.4170400373709997,1.1260222936503306,4.2300140003246645,0.3202012614976418,42,45.23809523809524,871593.0298082223,593764.8968535855,9.06142120437304,4.509329829593363,1.4679093264470053,1.2126207479344826,103417040.03737101,5.5,5,0.09999999999999998
