code,entry_date,exit_date,entry_price,exit_price,shares,exit_reason,pnl,pnl_pct,holding_days,trade_group,assumed_slippage_pct
5401.T,2023-09-29,2023-10-03,597.0257995207954,573.0622393759861,21729,po_break,-533416.6198851558,-4.0138232156874505,1,5401.T:2023-09-29,0.1
8725.T,2023-09-29,2023-10-03,1688.4577568919149,1624.3660514514124,7654,po_break,-503236.09015613556,-3.795872604978956,1,8725.T:2023-09-29,0.1
8306.T,2023-09-29,2023-10-03,1194.1738461874606,1187.1650301183365,10794,po_break,-88505.24656554816,-0.5869175657715608,1,8306.T:2023-09-29,0.1
7532.T,2023-10-02,2023-10-04,614.9116805273128,578.5762835692082,20868,po_break,-770699.9171391106,-5.909043218522947,1,7532.T:2023-10-02,0.1
4507.T,2023-10-02,2023-10-05,2093.5597201716337,1999.2149802285467,6109,po_break,-588853.3966346908,-4.506426973831557,2,4507.T:2023-10-02,0.1
2914.T,2023-10-03,2023-10-05,3061.340691881644,2936.523198822578,4139,po_break,-529032.1830932875,-4.077216671442985,1,2914.T:2023-10-03,0.1
6920.T,2023-10-02,2023-10-10,22837.242535272668,22641.285110879646,559,po_break,-122251.44871279884,-0.8580607929804196,4,6920.T:2023-10-02,0.1
6920.T,2023-10-06,2023-10-11,22156.98487431185,23843.907355636402,570,po_break,948435.5600694597,7.613501976436887,1,6920.T:2023-10-06,0.1
4519.T,2023-10-10,2023-10-12,4254.787710951668,4383.11161670478,3010,po_break,373254.91782874643,3.015988445741069,1,4519.T:2023-10-10,0.1
7974.T,2023-10-13,2023-10-18,5996.021528632383,5815.919014107173,2151,stop_sma20_break,-400104.25079744245,-3.0037002646701394,2,7974.T:2023-10-13,0.1
8750.T,2023-10-06,2023-10-20,680.1462669030183,705.6053002465947,18506,po_break,458322.5118053891,3.743170341800406,8,8750.T:2023-10-06,0.1
8750.T,2023-10-19,2023-10-23,705.6630761161413,694.5625496359223,18085,po_break,-213414.5616156227,-1.5730632444756032,1,8750.T:2023-10-19,0.1
7735.T,2023-10-19,2023-10-23,3567.416956804189,3414.1899841069917,3579,stop_sma20_break,-560892.9209040294,-4.295179805235416,1,7735.T:2023-10-19,0.1
