code,entry_date,exit_date,entry_price,exit_price,shares,exit_reason,pnl,pnl_pct,holding_days,trade_group,assumed_slippage_pct
MCK,2025-05-20,2025-05-28,724.1146685388293,714.3690372088221,15921,replaced,-155160.19640504464,-1.3458685141225835,4,MCK:2025-05-20,0.1
NOW,2025-05-23,2025-05-29,200.2,204.42936868286134,56301,replaced,238117.6862137768,2.1125717696610202,2,NOW:2025-05-23,0.1
CRWD,2025-05-23,2025-05-29,438.9385,471.528,25558,replaced,832922.4410000012,7.424616432598197,2,CRWD:2025-05-23,0.1
CME,2025-05-22,2025-05-29,271.80756426664806,274.1895023861922,41253,replaced,98262.09324555461,0.8763325354725682,3,CME:2025-05-22,0.1
FTNT,2025-05-20,2025-05-30,104.99488938903808,102.09779695129394,109886,po_break,-329728.1930795489,-2.7592699555209044,6,FTNT:2025-05-20,0.1
SPGI,2025-05-23,2025-05-30,503.6291370923386,510.49951268479094,22262,po_break,141660.0354385043,1.3641735726645843,3,SPGI:2025-05-23,0.1
BSX,2025-05-27,2025-06-02,105.46536061096191,104.42546878051758,108324,po_break,-124013.34974255321,-0.9860031999324059,3,BSX:2025-05-27,0.1
DASH,2025-05-29,2025-06-02,209.00880305480953,209.01078121948242,54154,replaced,107.12552969577064,0.0009464504097334014,1,DASH:2025-05-29,0.1
MCD,2025-05-28,2025-06-03,308.13655380129626,306.2111704935769,36928,po_break,-82443.87116884098,-0.6248474203943255,3,MCD:2025-05-28,0.1
ABT,2025-05-28,2025-06-03,130.56587635839853,130.3245634213306,87075,po_break,-32370.84151710009,-0.1848208305250676,3,ABT:2025-05-28,0.1
HON,2025-05-29,2025-06-04,208.23934385925963,209.61089476582717,54371,replaced,74572.59434098344,0.658641580956254,3,HON:2025-05-29,0.1
META,2025-06-02,2025-06-04,643.0282420873954,666.5711819014313,17762,replaced,418169.69697690546,3.661260621712503,1,META:2025-06-02,0.1
