code,pnl,trades,win_rate
4063.T,-868344.1726170795,23,30.434782608695656
5802.T,17043338.62526266,21,71.42857142857143
5803.T,5605670.221282957,11,54.54545454545454
6857.T,4675590.804524293,20,50.0
6861.T,-214318.03787262575,35,28.57142857142857
7011.T,4602962.552292251,33,54.54545454545454
8035.T,-1182897.0460539693,29,34.48275862068966
