code,entry_date,exit_date,entry_price,exit_price,shares,exit_reason,pnl,pnl_pct,holding_days,trade_group,assumed_slippage_pct
5803.T,2024-12-23,2024-12-26,1046.772409588425,1018.8079041276249,12349,po_break,-358087.6035824612,-2.6714981408227367,2,5803.T:2024-12-23,0.1
5803.T,2025-01-06,2025-01-14,1089.1652195307656,1019.4588657494686,11829,po_break,-837027.9160313525,-6.399979776376618,4,5803.T:2025-01-06,0.1
8035.T,2025-01-20,2025-01-22,26073.020116758762,26576.103437709593,490,po_break,233611.7919950624,1.9295168672365248,1,8035.T:2025-01-20,0.1
7011.T,2025-04-24,2025-05-12,2661.7668205828513,2652.4761980375256,4813,trail_sma10,-57504.49213496268,-0.3490396857261602,8,7011.T:2025-04-24,0.1
6861.T,2025-05-15,2025-05-22,62961.487861752714,60836.825065790414,203,po_break,-443872.07634249254,-3.3745434997144885,4,6861.T:2025-05-15,0.1
4063.T,2025-05-30,2025-06-06,4524.284754518994,4474.108451980317,2861,po_break,-156426.6030450527,-1.1090438657416435,4,4063.T:2025-05-30,0.1
5803.T,2025-05-23,2025-06-12,986.6088706727226,1106.1125187209327,12925,trail_sma10,1531060.4390441596,12.112565739118697,13,5803.T:2025-05-23,0.1
5803.T,2025-06-16,2025-06-18,1122.345954948131,1125.041448980155,11937,po_break,18762.580539925035,0.24016605754582088,1,5803.T:2025-06-16,0.1
6857.T,2025-06-02,2025-06-24,7199.938295027727,9838.940872854593,1800,max_holding_days,4734869.648837266,36.653127703182676,15,6857.T:2025-06-02,0.1
8035.T,2025-06-18,2025-06-24,24011.46348617099,23899.794816835507,561,po_break,-76085.23145119888,-0.46506398662370385,3,8035.T:2025-06-18,0.1
7011.T,2025-06-20,2025-06-26,3502.5863834918473,3448.9143548606694,3849,po_break,-219961.8013723632,-1.5323541735941526,3,7011.T:2025-06-20,0.1
7011.T,2025-06-25,2025-06-27,3447.8584658906757,3564.109669779571,3944,po_break,444667.14697426156,3.371693038996737,1,7011.T:2025-06-25,0.1
7011.T,2025-07-01,2025-07-07,3597.116559592348,3339.6770156140396,3844,stop_sma20_break,-1002930.1243041642,-7.1568307480000986,3,7011.T:2025-07-01,0.1
5803.T,2025-06-23,2025-07-08,1112.9450510975219,1244.3765512311063,12111,trail_sma10,1577492.1371549403,11.80934314807136,10,5803.T:2025-06-23,0.1
4063.T,2025-07-03,2025-07-14,4708.789090092447,4553.443802749579,2911,po_break,-465691.3114306197,-3.299049593657166,6,4063.T:2025-07-03,0.1
5803.T,2025-07-10,2025-07-14,1281.5030262859218,1241.0845720968343,10610,po_break,-442222.12615563854,-3.1539881966747285,1,5803.T:2025-07-10,0.1
6857.T,2025-07-23,2025-07-25,11298.226897197324,11265.696126193197,1220,po_break,-53451.533669303186,-0.2879281085441554,1,6857.T:2025-07-23,0.1
6857.T,2025-07-24,2025-07-28,11577.56485472265,10384.55275557849,1202,po_break,-1447199.7758550714,-10.304516658850883,1,6857.T:2025-07-24,0.1
5802.T,2025-07-04,2025-07-29,3091.6880926855147,3397.9675134781764,4412,max_holding_days,1336988.6242700266,9.906543338484708,15,5802.T:2025-07-04,0.1
8035.T,2025-07-18,2025-07-30,27271.24814883724,26633.720483167235,500,po_break,-332240.0749930033,-2.3377282264111843,6,8035.T:2025-07-18,0.1
5803.T,2025-07-16,2025-07-31,1295.3572402932925,1640.733712197938,5237,rsi_half,1801048.4292055303,26.662642641071432,9,5803.T:2025-07-16,0.1
5803.T,2025-07-16,2025-08-08,1295.3572402932925,1894.5469657953333,5237,max_holding_days,3129603.8282905445,46.25671643803631,15,5803.T:2025-07-16,0.1
7011.T,2025-07-31,2025-08-20,3589.1560534778937,3791.5214981454765,3888,trail_sma10,772448.8117072061,5.63824591776918,12,7011.T:2025-07-31,0.1
5802.T,2025-08-28,2025-09-08,3911.5724333656403,4080.4904556770653,3624,po_break,597677.2949016584,4.318417342104097,6,5802.T:2025-08-28,0.1
6861.T,2025-09-08,2025-09-10,56714.91526855206,54197.020601164375,251,po_break,-645911.0094659585,-4.439563482489827,1,6861.T:2025-09-08,0.1
5802.T,2025-09-05,2025-09-22,4067.1350089747034,4107.830346952651,3504,po_break,128273.92497114322,1.0005897981785195,9,5802.T:2025-09-05,0.1
5802.T,2025-09-19,2025-09-24,4148.340534882701,4060.9620640118314,3420,po_break,-312872.2778224833,-2.106347589743862,1,5802.T:2025-09-19,0.1
7011.T,2025-09-29,2025-10-03,3872.8485999427744,3678.828255438381,3656,stop_sma20_break,-723142.8447996994,-5.009758050114854,3,7011.T:2025-09-29,0.1
5802.T,2025-09-29,2025-10-15,4177.878143024422,4271.2992724946125,3387,trail_sma10,302108.68356235494,2.2360903375358454,10,5802.T:2025-09-29,0.1
