total_return_pct,annual_return_pct,max_drawdown_pct,sharpe_ratio,trade_count,win_rate_pct,avg_win,avg_loss,avg_win_pct,avg_loss_pct,risk_reward,profit_factor,final_capital,avg_holding_days,max_consecutive_losses,avg_assumed_slippage_pct
6.577940308706487,3.190006053658556,13.986285169305129,0.36567914491386416,401,44.88778054862843,434563.0411311806,336634.6242635879,5.093914422466482,2.586163335513103,1.290904172682231,1.0514151632705955,106577940.30870649,6.039900249376559,8,0.1
