total_return_pct,annual_return_pct,max_drawdown_pct,sharpe_ratio,trade_count,win_rate_pct,avg_win,avg_loss,avg_win_pct,avg_loss_pct,risk_reward,profit_factor,final_capital,avg_holding_days,max_consecutive_losses,avg_assumed_slippage_pct
31.881723803826965,5.697952320235178,8.326938410025447,1.0496972718475135,172,44.18604651162791,978187.9239233425,465419.57574328687,9.448043259981858,3.3890051961946934,2.1017335215459116,1.6638723712238466,131881723.80382697,5.459302325581396,11,0.09999999999999998
